User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?
605,5,2019,3,5,18:56,$20.23,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
1,1,2019,2,14,12:22,$10.98,Chip Transaction,-5.65725E+18,Little Neck,NY,11363,5411,
0,0,2019,5,13,06:24,$123.97,Chip Transaction,3.52721E+18,La Verne,CA,91750,5300,
1,3,2020,2,15,06:17,$20.10,Online Transaction,-5.21142E+17, ONLINE,,,5815,
1476,0,2019,2,15,13:15,$37.56,Chip Transaction,3.01718E+18,Rome,Italy,,5921,
1,2,2019,12,5,10:16,$55.29,Chip Transaction,6.4899E+18,Little Neck,NY,11363,5211,
0,3,2019,1,13,02:03,$-269.00,Swipe Transaction,-1.61222E+18,Shrewsbury,MA,1545,3387,
2,0,2020,2,5,09:57,$46.79,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,3,2019,7,15,06:50,$42.36,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
0,3,2019,11,17,06:09,$161.23,Swipe Transaction,1.91348E+18,La Verne,CA,91750,5300,
528,1,2019,7,26,19:09,$33.49,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
0,3,2019,9,30,06:22,$130.24,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,
0,3,2019,12,16,13:15,$-62.00,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
2,0,2020,1,13,23:41,$2.28,Chip Transaction,6.6665E+18,West Covina,CA,91792,5499,
1103,1,2019,3,16,10:40,$137.39,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
487,2,2019,4,16,19:52,$12.21,Chip Transaction,-1.28808E+18,Rome,Italy,,5499,
0,3,2019,7,10,05:27,$166.33,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
425,2,2019,3,2,15:02,$0.92,Chip Transaction,2.02755E+18,Rome,Italy,,5541,
1,1,2020,2,3,08:00,$113.48,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
1780,1,2019,3,13,11:26,$-420.00,Swipe Transaction,4.8349E+17,Rome,Italy,,3504,
1,3,2019,2,13,06:44,$45.34,Chip Transaction,-3.22224E+18,Little Neck,NY,11363,5651,
341,2,2019,2,15,10:42,$0.10,Chip Transaction,6.34125E+18,Rome,Italy,,7210,
1996,3,2019,6,22,15:06,$761.16,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
583,2,2019,4,26,15:51,$19.90,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
0,1,2019,12,15,10:27,$47.30,Chip Transaction,-3.34594E+18,La Verne,CA,91750,7538,
0,3,2019,9,10,06:58,$48.45,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,
114,1,2019,10,4,17:23,$48.36,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
0,2,2019,10,30,09:51,$64.70,Chip Transaction,3.95215E+18,La Verne,CA,91750,7538,
1,1,2019,11,25,18:58,$48.04,Chip Transaction,-5.0235E+18,Little Neck,NY,11363,5812,
583,2,2019,4,27,19:39,$14.06,Chip Transaction,6.66197E+18,Rome,Italy,,5211,
1808,0,2019,8,10,14:59,$8.03,Chip Transaction,-1.12121E+17,Rome,Italy,,3509,
204,1,2019,5,17,11:01,$92.88,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
0,2,2019,9,14,06:55,$29.22,Chip Transaction,4.06065E+18,La Verne,CA,91750,5411,
0,2,2019,12,1,09:52,$64.63,Chip Transaction,-3.34594E+18,La Verne,CA,91750,7538,
0,3,2019,12,22,13:10,$12.21,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,
0,2,2019,1,11,20:07,$67.06,Chip Transaction,7.82331E+18,North Grafton,MA,1536,5812,
1,1,2020,2,5,06:48,$114.19,Chip Transaction,1.98019E+18,Little Neck,NY,11363,5661,
1717,4,2019,8,2,15:39,$50.01,Swipe Transaction,-2.45178E+17,Rome,Italy,,5311,
98,3,2019,1,22,13:55,$18.26,Chip Transaction,8.40186E+18,Rome,Italy,,3006,
1,1,2019,6,16,08:07,$74.67,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
1425,7,2019,7,6,19:23,$6.64,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
1978,0,2019,4,20,10:48,$43.10,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
0,0,2019,4,1,15:12,$4.79,Swipe Transaction,3.56025E+17,La Verne,CA,91750,5921,
1320,5,2019,8,1,12:49,$132.00,Chip Transaction,-1.12121E+17,Rome,Italy,,3509,
100,3,2019,4,23,16:54,$35.33,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
0,3,2019,4,1,06:44,$37.82,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,
0,3,2019,8,20,09:50,$109.73,Swipe Transaction,7.94533E+18,La Verne,CA,91750,4900,
0,2,2020,2,28,06:23,$46.77,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
620,1,2019,8,6,16:50,$61.39,Chip Transaction,-5.67429E+18,Rome,Italy,,5733,
1,2,2019,5,12,22:25,$100.00,Chip Transaction,-4.28247E+18,Oakland Gardens,NY,11364,4829,
1,2,2019,5,5,10:37,$969.99,Chip Transaction,-3.39554E+18,Oakland Gardens,NY,11364,5311,
2,0,2019,10,18,11:22,$11.45,Swipe Transaction,2.02755E+18,West Covina,CA,91792,5541,
913,1,2019,5,3,15:02,$97.60,Swipe Transaction,6.0514E+18,Rome,Italy,,5310,
1223,2,2019,10,19,12:15,$53.48,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
1983,4,2019,8,17,13:07,$18.93,Chip Transaction,-1.28808E+18,Rome,Italy,,5499,
348,3,2019,3,29,11:31,$114.29,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
1546,2,2019,3,22,15:42,$26.68,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
1776,0,2019,9,3,11:32,$295.27,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,"Bad PIN,"
1103,1,2019,3,12,13:21,$89.00,Chip Transaction,1.79919E+18,Rome,Italy,,5499,
1,1,2019,3,1,10:04,$69.04,Chip Transaction,6.4899E+18,Little Neck,NY,11363,5211,
824,0,2019,2,5,17:52,$85.90,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
1,1,2019,3,24,18:10,$111.85,Chip Transaction,1.91348E+18,Fresh Meadows,NY,11366,5300,
0,3,2019,11,20,16:53,$28.81,Online Transaction,4.24134E+18, ONLINE,,,4814,
1,1,2019,4,7,21:47,$84.05,Chip Transaction,5.56161E+18,Little Neck,NY,11363,7230,
946,2,2019,5,7,16:01,$504.54,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
1,2,2020,2,2,13:09,$13.30,Chip Transaction,-7.05207E+18,Little Neck,NY,11363,5814,
1,1,2019,7,5,10:59,$859.37,Chip Transaction,1.91348E+18,Fresh Meadows,NY,11366,5300,
1620,3,2019,8,30,16:23,$2.80,Chip Transaction,4.8349E+17,Rome,Italy,,3504,
0,0,2019,3,8,06:48,$36.31,Chip Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1478,3,2019,6,4,13:23,$384.57,Chip Transaction,-2.91654E+18,Rome,Italy,,5712,
2,0,2019,8,27,06:42,$11.72,Chip Transaction,-5.47568E+18,Spring Valley,CA,91977,5942,
204,1,2019,5,4,11:10,$9.75,Chip Transaction,-5.16204E+18,Rome,Italy,,5541,
2,0,2019,9,5,14:51,$48.70,Online Transaction,-6.45844E+18, ONLINE,,,4784,
2,0,2019,5,27,14:47,$38.31,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1725,0,2019,8,8,14:28,$0.00,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
0,3,2020,1,18,06:15,$124.09,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,
0,1,2019,7,16,14:05,$3.12,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1234,3,2019,10,10,18:44,$185.54,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,
1597,2,2019,7,26,13:15,$47.00,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,
1,2,2019,6,28,21:33,$28.78,Chip Transaction,2.13217E+18,Little Neck,NY,11363,5813,
1,1,2019,5,12,04:38,$180.06,Swipe Transaction,4.55289E+18,Oakland,CA,94606,3596,"Insufficient Balance,"
256,0,2019,7,6,14:07,$49.03,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
1,2,2019,6,3,18:34,$60.22,Chip Transaction,4.31886E+18,Little Neck,NY,11363,5812,
41,1,2019,8,20,16:41,$0.08,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
0,3,2019,11,7,13:04,$142.21,Swipe Transaction,7.94533E+18,La Verne,CA,91750,4900,
1689,1,2019,3,21,12:37,$9.45,Chip Transaction,-5.16204E+18,Rome,Italy,,5541,
1290,2,2019,1,3,12:08,$958.30,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
0,1,2019,8,24,22:02,$150.95,Chip Transaction,1.91348E+18,La Verne,CA,91750,5300,
634,5,2019,10,15,17:57,$17.95,Chip Transaction,6.09856E+18,Rome,Italy,,4214,
1,3,2020,1,26,18:40,$65.00,Chip Transaction,4.31886E+18,Little Neck,NY,11363,5812,
1,1,2019,1,19,13:58,$103.44,Chip Transaction,-3.49962E+18,Little Neck,NY,11363,7538,
1,3,2019,2,9,13:12,$46.00,Chip Transaction,6.69846E+18,Fresh Meadows,NY,11366,4814,
0,3,2019,2,8,06:23,$151.29,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
0,1,2020,2,12,20:29,$64.99,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,
0,0,2019,8,27,20:28,$65.35,Chip Transaction,-4.50054E+18,La Verne,CA,91750,5814,
0,3,2019,2,9,06:23,$156.01,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
0,1,2019,6,5,13:59,$5.66,Chip Transaction,1.91348E+18,La Verne,CA,91750,5300,
1089,0,2019,6,20,19:01,$8.37,Chip Transaction,3.63912E+18,Rome,Italy,,5814,
0,2,2020,2,24,06:26,$97.88,Chip Transaction,4.06065E+18,La Verne,CA,91750,5411,
1551,2,2019,8,2,15:29,$46.96,Chip Transaction,2.02755E+18,Rome,Italy,,5541,
2,0,2019,11,5,09:14,$210.19,Online Transaction,4.24134E+18, ONLINE,,,4814,
1781,1,2019,5,7,11:46,$3.59,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
1689,1,2019,3,21,12:39,$62.00,Chip Transaction,-5.16204E+18,Rome,Italy,,5541,
1607,4,2019,10,8,12:27,$16.75,Chip Transaction,-4.75206E+18,Rome,Italy,,4214,
73,0,2019,2,1,14:43,$0.48,Swipe Transaction,-5.16204E+18,Rome,Italy,,5541,
0,1,2019,10,22,18:47,$6.16,Online Transaction,-2.04205E+18, ONLINE,,,5815,
414,3,2019,10,3,18:33,$49.85,Chip Transaction,4.8349E+17,Rome,Italy,,3504,
0,3,2019,7,14,06:04,$129.15,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,
71,1,2019,8,30,11:42,$58.93,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
0,3,2019,4,21,06:23,$51.02,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
2,0,2019,10,11,16:00,$44.89,Chip Transaction,-3.34594E+18,West Covina,CA,91792,7538,
2,0,2020,1,24,05:16,$42.90,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1164,0,2019,5,2,13:00,$13.90,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
2,0,2019,9,26,14:49,$28.29,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1191,3,2019,3,21,17:50,$80.45,Chip Transaction,7.48862E+18,Rome,Italy,,5651,
1414,0,2019,3,9,19:40,$55.31,Chip Transaction,3.01718E+18,Rome,Italy,,5921,
1099,3,2019,6,25,19:05,$0.32,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
0,1,2019,4,28,06:56,$154.54,Chip Transaction,5.81722E+18,La Verne,CA,91750,5912,
1571,4,2019,4,2,10:46,$16.73,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
913,1,2019,5,4,17:03,$61.48,Swipe Transaction,-5.67429E+18,Rome,Italy,,5733,
0,2,2019,11,20,09:49,$58.01,Chip Transaction,-3.34594E+18,La Verne,CA,91750,7538,
0,3,2019,11,6,13:30,$7.60,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
1,4,2019,4,27,21:27,$22.24,Chip Transaction,6.97226E+18,Shorter,AL,36075,5813,
2,0,2019,12,15,15:57,$42.63,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1419,3,2019,3,21,19:02,$409.00,Chip Transaction,-7.80705E+18,Rome,Italy,,3684,
570,0,2019,10,26,13:50,$94.49,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
2,0,2019,3,31,04:37,$54.25,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1324,0,2019,6,18,14:12,$97.38,Chip Transaction,7.48862E+18,Rome,Italy,,5651,
0,3,2019,6,6,06:23,$117.87,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
2,0,2019,1,10,23:38,$1.44,Chip Transaction,6.6665E+18,West Covina,CA,91792,5499,
2,0,2019,4,11,06:53,$13.05,Chip Transaction,6.04253E+18,West Covina,CA,91792,5912,
1223,2,2019,10,15,14:56,$158.06,Chip Transaction,4.57388E+18,Rome,Italy,,5045,
2,0,2019,8,24,22:07,$36.07,Chip Transaction,-6.03533E+18,Alhambra,CA,91801,5812,
866,1,2019,5,18,10:33,$30.07,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
0,1,2019,4,28,14:13,$3.74,Chip Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
1,1,2019,5,6,09:54,$72.61,Swipe Transaction,-2.16533E+18,Fresh Meadows,NY,11365,5311,
1,1,2019,8,14,10:14,$73.39,Chip Transaction,-5.90412E+18,Flushing,NY,11367,5719,
0,3,2019,5,11,06:20,$109.58,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1174,1,2019,6,11,19:05,$82.00,Chip Transaction,-5.16204E+18,Rome,Italy,,5541,
767,0,2019,7,2,16:21,$1.51,Chip Transaction,6.34125E+18,Rome,Italy,,7210,
1,2,2019,2,28,12:47,$17.14,Chip Transaction,-5.0235E+18,Little Neck,NY,11363,5812,
824,0,2019,2,8,11:04,$88.09,Chip Transaction,2.91975E+18,Rome,Italy,,5932,
0,3,2019,3,2,13:45,$66.67,Swipe Transaction,8.08093E+18,Monterey Park,CA,91754,5310,
432,2,2019,5,11,18:48,$0.62,Chip Transaction,7.06958E+18,Rome,Italy,,5812,
1,1,2019,1,10,09:22,$100.00,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
1555,0,2019,1,10,12:30,$35.46,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
0,3,2019,3,27,06:31,$24.26,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
0,3,2019,7,12,06:23,$154.56,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,
414,3,2019,10,27,14:31,$241.61,Chip Transaction,1.7153E+18,Rome,Italy,,3722,
0,0,2019,1,31,09:33,$70.85,Chip Transaction,4.05526E+18,La Verne,CA,91750,7538,
1,2,2019,3,22,06:56,$99.87,Chip Transaction,-5.90412E+18,Northfield Falls,VT,5664,5719,
1,2,2019,5,27,05:28,$17.21,Online Transaction,6.45521E+18, ONLINE,,,5815,
0,2,2019,1,28,06:13,$107.39,Chip Transaction,-2.45178E+17,La Verne,CA,91750,5311,
1101,6,2019,4,20,15:16,$34.15,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
1571,4,2019,4,2,13:07,$-76.00,Chip Transaction,-5.16204E+18,Rome,Italy,,5541,
1236,2,2019,1,12,18:42,$42.52,Chip Transaction,5.90183E+17,Rome,Italy,,5094,
634,5,2019,10,25,11:03,$13.75,Chip Transaction,5.90183E+17,Rome,Italy,,5094,
0,2,2020,1,8,06:16,$115.82,Chip Transaction,-2.45178E+17,La Verne,CA,91750,5311,
768,1,2019,4,20,10:48,$731.37,Chip Transaction,-2.91654E+18,Rome,Italy,,5712,
1,2,2019,2,7,03:56,$-472.00,Chip Transaction,1.7153E+18,San Antonio,TX,78251,3722,
1049,1,2019,9,17,19:10,$0.07,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
441,0,2019,6,25,10:30,$9.19,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
0,3,2019,7,17,06:38,$125.56,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
2,0,2019,10,8,04:11,$42.66,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,3,2019,9,2,06:36,$40.24,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
0,3,2020,2,11,06:37,$37.83,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,
1,2,2019,6,21,06:51,$18.51,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
2,0,2019,1,6,17:58,$54.54,Chip Transaction,-2.47248E+18,West Covina,CA,91792,7538,
0,3,2020,2,3,06:24,$35.96,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1,4,2020,2,6,06:56,$17.74,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
680,1,2019,8,13,19:25,$109.88,Chip Transaction,3.01718E+18,Rome,Italy,,5921,
0,1,2019,7,8,06:07,$69.31,Chip Transaction,-2.45178E+17,La Verne,CA,91750,5311,
1099,3,2019,6,22,11:20,$122.42,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
0,3,2019,7,1,06:16,$122.85,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,
840,3,2019,1,1,11:50,$79.35,Chip Transaction,-6.16179E+18,Rome,Italy,,3389,
1353,1,2019,1,26,19:51,$198.58,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
943,1,2019,6,6,18:58,$93.43,Swipe Transaction,9.05774E+18,Rome,Italy,,5311,
548,0,2019,8,15,15:31,$18.03,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
1378,0,2019,3,12,11:44,$9.56,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
0,3,2019,10,14,06:12,$95.55,Swipe Transaction,1.91348E+18,La Verne,CA,91750,5300,
2,0,2019,9,5,09:00,$35.44,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,3,2019,11,22,06:31,$30.03,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
0,0,2019,6,2,06:18,$141.72,Chip Transaction,3.52721E+18,La Verne,CA,91750,5300,
1,1,2019,9,19,08:22,$77.00,Chip Transaction,-5.16204E+18,Little Neck,NY,11363,5541,
1163,5,2019,1,26,14:48,$78.05,Chip Transaction,4.57388E+18,Rome,Italy,,5045,
1,1,2019,2,17,18:50,$117.01,Chip Transaction,9.70328E+16,Oakland Gardens,NY,11364,5411,
1304,4,2019,3,25,14:47,$-288.00,Chip Transaction,-7.80705E+18,Rome,Italy,,3684,
0,3,2019,7,19,16:41,$33.07,Online Transaction,4.24134E+18, ONLINE,,,4814,
0,0,2019,8,6,06:53,$40.97,Chip Transaction,4.06065E+18,La Verne,CA,91750,5411,
1,1,2019,1,27,06:33,$15.18,Chip Transaction,-4.79124E+18,Little Neck,NY,11363,5921,
1101,6,2019,4,18,12:39,$26.50,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
414,3,2019,10,18,18:45,$39.07,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
0,3,2019,4,22,06:42,$38.87,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1206,0,2019,9,6,19:13,$152.61,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
1,1,2019,1,21,13:58,$79.70,Chip Transaction,-6.73834E+18,Corona,NY,11368,7538,
0,1,2019,4,30,06:15,$47.06,Chip Transaction,5.81722E+18,La Verne,CA,91750,5912,
1,2,2019,5,15,06:10,$13.40,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
2,0,2019,10,24,07:49,$5.96,Chip Transaction,-4.89106E+18,West Covina,CA,91792,5411,
1477,2,2019,4,5,13:35,$19.25,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
0,3,2020,2,5,21:09,$48.17,Swipe Transaction,-2.47414E+18,La Verne,CA,91750,7349,
1324,0,2019,6,18,12:11,$37.23,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
2,0,2019,11,28,14:52,$45.42,Online Transaction,-6.45844E+18, ONLINE,,,4784,
2,0,2020,1,22,10:57,$13.10,Chip Transaction,4.72291E+18,Alhambra,CA,91801,5411,
1249,3,2019,6,28,11:29,$12.98,Chip Transaction,5.90183E+17,Rome,Italy,,5094,
0,3,2019,11,28,06:11,$127.23,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,
0,0,2020,1,21,05:25,$140.61,Chip Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1323,1,2019,2,12,16:49,$62.00,Chip Transaction,-1.28808E+18,Rome,Italy,,5499,
278,1,2019,4,16,14:17,$145.55,Chip Transaction,7.48862E+18,Rome,Italy,,5651,
0,3,2019,12,16,06:03,$126.69,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,
2,0,2019,7,20,07:44,$9.52,Chip Transaction,-6.03533E+18,Alhambra,CA,91801,5812,
0,1,2019,3,11,09:50,$58.40,Chip Transaction,-3.34594E+18,La Verne,CA,91750,7538,
0,2,2019,1,22,13:14,$79.00,Chip Transaction,-1.28808E+18,La Verne,CA,91750,5499,
0,3,2019,7,31,06:23,$103.32,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
0,3,2019,12,10,06:04,$154.08,Swipe Transaction,1.91348E+18,La Verne,CA,91750,5300,
0,3,2019,7,17,06:21,$130.00,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1018,0,2019,6,28,14:40,$1.85,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,"Bad PIN,"
204,1,2019,5,10,19:34,$73.52,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
2,0,2020,1,10,14:41,$44.81,Online Transaction,-6.45844E+18, ONLINE,,,4784,"Bad Card Number,"
1607,4,2019,9,26,16:57,$24.07,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
0,3,2019,8,14,06:00,$85.30,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,
2,0,2019,4,25,13:40,$40.99,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,1,2019,3,23,06:43,$25.83,Chip Transaction,5.81722E+18,La Verne,CA,91750,5912,
767,0,2019,6,25,19:03,$92.86,Chip Transaction,-6.16179E+18,Rome,Italy,,3389,
0,3,2020,2,5,06:25,$77.64,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,
1993,1,2019,5,28,10:55,$16.15,Chip Transaction,3.18952E+18,Rome,Italy,,5311,"Bad PIN,"
0,3,2019,6,10,06:44,$43.90,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,
176,2,2019,10,1,16:24,$82.33,Chip Transaction,-1.12121E+17,Rome,Italy,,3509,
901,1,2019,4,16,15:42,$165.61,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
1062,6,2019,8,6,11:04,$11.43,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
611,0,2019,1,25,18:26,$0.61,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
0,2,2019,8,27,06:12,$125.52,Chip Transaction,3.52721E+18,La Verne,CA,91750,5300,
1473,1,2019,10,17,14:43,$204.42,Chip Transaction,4.8349E+17,Rome,Italy,,3504,
1,2,2019,10,12,18:02,$-302.00,Chip Transaction,3.99132E+18,Harper Woods,MI,48225,3405,
1,1,2019,3,12,08:18,$-93.00,Chip Transaction,-5.16204E+18,Little Neck,NY,11363,5541,
1802,0,2019,2,19,11:44,$3.84,Swipe Transaction,-3.39554E+18,Rome,Italy,,5311,
1,3,2019,4,25,06:24,$25.37,Online Transaction,-5.21142E+17, ONLINE,,,5815,
1,1,2020,2,3,08:20,$-57.00,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
1,2,2019,4,30,11:05,$239.51,Chip Transaction,2.00729E+18,Little Neck,NY,11363,8011,
2,0,2019,9,1,04:56,$35.43,Online Transaction,-6.45844E+18, ONLINE,,,4784,
2,0,2019,6,1,09:47,$47.81,Online Transaction,-6.45844E+18, ONLINE,,,4784,
2,0,2019,1,23,23:56,$2.18,Chip Transaction,6.6665E+18,West Covina,CA,91792,5499,
1,4,2019,7,21,10:10,$41.32,Chip Transaction,-5.46792E+18,Oakland Gardens,NY,11364,5912,
0,3,2020,1,31,12:56,$22.68,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,
2,0,2019,1,8,14:56,$54.45,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,2,2019,6,3,13:20,$95.00,Chip Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
1060,4,2019,8,24,13:52,$45.08,Chip Transaction,-8.40529E+18,Rome,Italy,,5651,
1958,0,2019,7,18,12:11,$3.74,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
1,2,2019,8,11,10:28,$73.86,Chip Transaction,1.91348E+18,Fresh Meadows,NY,11366,5300,
866,0,2019,8,3,19:21,$94.74,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
517,3,2019,4,18,19:50,$-62.00,Chip Transaction,-1.28808E+18,Rome,Italy,,5499,
1364,2,2019,5,14,10:43,$23.01,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
0,3,2019,4,4,08:18,$34.17,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1,2,2020,2,14,10:12,$178.24,Chip Transaction,2.09421E+18,Little Neck,NY,11363,6300,
1,2,2019,3,5,13:07,$48.94,Online Transaction,4.24134E+18, ONLINE,,,4814,
2,0,2019,1,3,04:00,$46.45,Online Transaction,-6.45844E+18, ONLINE,,,4784,
44,0,2019,6,20,11:38,$557.37,Swipe Transaction,-3.39554E+18,Rome,Italy,,5311,
0,1,2019,3,2,06:24,$105.98,Chip Transaction,3.52721E+18,La Verne,CA,91750,5300,
0,2,2019,9,12,13:46,$7.00,Chip Transaction,1.91348E+18,La Verne,CA,91750,5300,
2,0,2019,8,23,06:52,$45.21,Chip Transaction,4.72291E+18,Alhambra,CA,91801,5411,
0,1,2019,4,22,06:23,$153.27,Chip Transaction,4.06065E+18,La Verne,CA,91750,5411,
0,1,2020,1,26,06:20,$148.69,Chip Transaction,1.91348E+18,La Verne,CA,91750,5300,
1,1,2019,5,15,10:10,$73.40,Chip Transaction,6.4899E+18,Little Neck,NY,11363,5211,
1,1,2019,7,2,08:28,$98.65,Chip Transaction,-5.16204E+18,Little Neck,NY,11363,5541,
2,0,2019,2,8,09:34,$40.25,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1223,2,2019,10,19,12:05,$6.36,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
1109,0,2019,2,28,16:56,$25.14,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
2,0,2019,3,15,09:39,$43.82,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1353,1,2019,1,10,16:15,$22.58,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
829,3,2019,1,10,11:03,$2.99,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
0,3,2019,3,15,13:23,$5.63,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,
822,3,2019,8,2,11:23,$50.56,Chip Transaction,-8.40529E+18,Rome,Italy,,5651,
